# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0954,0.0793,1102.890,2.632,38.210
1.1,0.03,0.0379,0.0954,0.0770,1070.825,2.556,38.188
2.1,0.06,0.0782,0.0953,0.0746,1037.269,2.476,38.148
3.2,0.09,0.1211,0.0951,0.0722,1002.966,2.395,38.090
4.2,0.12,0.1670,0.0949,0.0696,967.173,2.310,38.006
5.3,0.15,0.2163,0.0946,0.0670,930.633,2.222,37.890
6.4,0.18,0.2693,0.0942,0.0643,893.348,2.132,37.716
7.4,0.21,0.3263,0.0935,0.0614,853.826,2.038,37.445
8.5,0.24,0.3869,0.0924,0.0585,813.559,1.942,37.014
9.6,0.28,0.4501,0.0907,0.0555,771.799,1.843,36.333
10.6,0.31,0.5131,0.0884,0.0528,733.769,1.751,35.408
11.7,0.34,0.5707,0.0856,0.0505,702.449,1.676,34.278
12.7,0.37,0.6208,0.0824,0.0488,677.841,1.618,32.984
13.8,0.40,0.6640,0.0788,0.0472,656.216,1.567,31.556
14.9,0.43,0.7015,0.0749,0.0458,636.082,1.519,30.008
16.0,0.46,0.7339,0.0708,0.0443,615.202,1.469,28.331
17.0,0.49,0.7608,0.0663,0.0427,592.831,1.416,26.534
18.1,0.52,0.7832,0.0617,0.0410,569.715,1.361,24.710
19.1,0.55,0.8032,0.0571,0.0392,544.361,1.299,22.851
20.2,0.58,0.8204,0.0523,0.0371,516.024,1.231,20.951
21.2,0.61,0.8354,0.0475,0.0348,483.214,1.154,19.007
22.3,0.64,0.8481,0.0425,0.0322,448.166,1.069,17.023
23.4,0.67,0.8570,0.0375,0.0294,409.389,0.977,15.004
24.5,0.70,0.8618,0.0323,0.0264,367.630,0.877,12.953
25.5,0.73,0.8630,0.0271,0.0231,321.397,0.767,10.863
26.6,0.77,0.8562,0.0218,0.0195,271.435,0.648,8.750
27.6,0.80,0.8336,0.0165,0.0157,218.490,0.522,6.601
28.7,0.83,0.7825,0.0110,0.0117,161.817,0.387,4.422
29.8,0.86,0.6412,0.0055,0.0074,102.907,0.246,2.220
30.8,0.89,-0.0006,0.0000,0.0042,58.165,0.139,0.000
