# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0999,0.0607,844.132,2.014,40.012
0.9,0.03,0.0434,0.0989,0.0574,798.645,1.906,39.607
1.7,0.05,0.0907,0.0976,0.0543,753.903,1.801,39.087
2.6,0.08,0.1417,0.0961,0.0513,712.889,1.702,38.468
3.5,0.10,0.1951,0.0943,0.0488,677.841,1.619,37.770
4.4,0.13,0.2490,0.0924,0.0468,650.250,1.553,37.005
5.3,0.15,0.3031,0.0903,0.0451,627.134,1.496,36.168
6.1,0.18,0.3568,0.0880,0.0436,605.508,1.445,35.252
7.0,0.20,0.4096,0.0856,0.0421,585.374,1.398,34.256
7.9,0.23,0.4609,0.0829,0.0408,567.478,1.354,33.179
8.8,0.25,0.5098,0.0800,0.0396,549.581,1.313,32.018
9.6,0.28,0.5556,0.0768,0.0384,533.175,1.273,30.768
10.5,0.30,0.5976,0.0736,0.0372,517.516,1.236,29.452
11.4,0.33,0.6355,0.0700,0.0361,502.602,1.199,28.050
12.2,0.35,0.6687,0.0663,0.0350,486.942,1.162,26.547
13.1,0.38,0.6969,0.0625,0.0339,471.282,1.126,25.021
14.0,0.40,0.7224,0.0586,0.0327,454.877,1.086,23.464
14.9,0.43,0.7455,0.0546,0.0314,436.234,1.042,21.867
15.8,0.45,0.7664,0.0505,0.0299,416.101,0.993,20.226
16.6,0.48,0.7847,0.0463,0.0283,392.984,0.938,18.545
17.5,0.50,0.7997,0.0420,0.0265,368.376,0.880,16.828
18.4,0.53,0.8104,0.0376,0.0246,342.276,0.816,15.071
19.3,0.55,0.8170,0.0332,0.0225,313.194,0.748,13.287
20.1,0.58,0.8185,0.0286,0.0203,281.875,0.674,11.468
21.0,0.61,0.8106,0.0240,0.0179,249.064,0.595,9.617
21.9,0.63,0.7886,0.0193,0.0155,214.762,0.513,7.740
22.8,0.66,0.7447,0.0146,0.0128,178.222,0.426,5.841
23.6,0.68,0.6589,0.0098,0.0101,140.192,0.335,3.910
24.5,0.71,0.4607,0.0049,0.0075,104.398,0.249,1.962
25.4,0.73,-0.0020,0.0000,0.0053,73.824,0.177,-0.004
