# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0991,0.0467,7394.360,7.846,200.891
2.0,0.03,0.0533,0.0991,0.0471,7461.473,7.917,200.980
3.9,0.05,0.1056,0.0992,0.0476,7530.823,7.991,201.073
5.9,0.08,0.1569,0.0992,0.0480,7605.393,8.069,201.171
7.9,0.10,0.2072,0.0993,0.0485,7682.200,8.151,201.273
9.9,0.13,0.2563,0.0993,0.0491,7769.447,8.244,201.384
11.8,0.15,0.3041,0.0992,0.0496,7848.491,8.327,201.157
13.9,0.18,0.3508,0.0982,0.0496,7855.202,8.335,199.102
15.8,0.20,0.3967,0.0966,0.0493,7811.206,8.288,195.855
17.8,0.23,0.4418,0.0946,0.0488,7723.214,8.194,191.709
19.8,0.25,0.4867,0.0920,0.0479,7577.802,8.040,186.496
21.8,0.28,0.5314,0.0890,0.0467,7387.649,7.839,180.469
23.7,0.30,0.5727,0.0854,0.0453,7175.124,7.613,173.160
25.7,0.33,0.6101,0.0815,0.0440,6961.854,7.386,165.216
27.7,0.35,0.6443,0.0772,0.0425,6723.230,7.134,156.480
29.7,0.38,0.6763,0.0727,0.0408,6460.744,6.855,147.316
31.7,0.41,0.7064,0.0681,0.0390,6180.361,6.557,137.970
33.6,0.43,0.7346,0.0633,0.0371,5876.115,6.235,128.398
35.6,0.46,0.7601,0.0585,0.0351,5553.973,5.893,118.607
37.6,0.48,0.7819,0.0536,0.0330,5222.136,5.541,108.679
39.6,0.51,0.8005,0.0487,0.0308,4877.623,5.175,98.719
41.5,0.53,0.8161,0.0437,0.0285,4509.993,4.785,88.631
43.5,0.56,0.8276,0.0386,0.0260,4117.009,4.368,78.315
45.5,0.58,0.8342,0.0334,0.0233,3694.943,3.920,67.769
47.5,0.61,0.8331,0.0281,0.0205,3243.794,3.442,56.946
49.4,0.63,0.8205,0.0226,0.0175,2765.801,2.934,45.901
51.4,0.66,0.7893,0.0171,0.0143,2263.199,2.401,34.745
53.4,0.68,0.7172,0.0115,0.0110,1741.955,1.848,23.398
55.4,0.71,0.5133,0.0058,0.0080,1270.673,1.348,11.779
57.4,0.73,-0.0038,0.0000,0.0056,888.874,0.943,-0.058
