# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1757,    0.0896,    19.388,    0.031,    2.153
0.5,    0.03,    0.0557,    0.1730,    0.0898,    19.388,    0.031,    2.117
1.0,    0.06,    0.1094,    0.1701,    0.0899,    19.388,    0.031,    2.082
1.5,    0.09,    0.1610,    0.1669,    0.0899,    19.388,    0.031,    2.046
2.1,    0.12,    0.2104,    0.1635,    0.0899,    19.388,    0.031,    2.002
2.5,    0.14,    0.2577,    0.1598,    0.0896,    19.388,    0.031,    1.957
3.1,    0.17,    0.3028,    0.1558,    0.0893,    19.388,    0.031,    1.908
3.6,    0.20,    0.3454,    0.1516,    0.0888,    19.388,    0.031,    1.855
4.1,    0.23,    0.3858,    0.1470,    0.0881,    19.388,    0.031,    1.802
4.6,    0.26,    0.4236,    0.1420,    0.0872,    18.642,    0.030,    1.739
5.1,    0.29,    0.4589,    0.1366,    0.0861,    18.642,    0.030,    1.673
5.6,    0.32,    0.4917,    0.1310,    0.0848,    18.642,    0.029,    1.606
6.2,    0.35,    0.5220,    0.1253,    0.0833,    17.897,    0.029,    1.535
6.7,    0.38,    0.5498,    0.1194,    0.0816,    17.897,    0.028,    1.463
7.2,    0.40,    0.5752,    0.1133,    0.0797,    17.151,    0.028,    1.388
7.7,    0.43,    0.5983,    0.1071,    0.0776,    17.151,    0.027,    1.312
8.2,    0.46,    0.6191,    0.1007,    0.0752,    16.405,    0.026,    1.232
8.7,    0.49,    0.6376,    0.0941,    0.0725,    15.660,    0.025,    1.152
9.3,    0.52,    0.6544,    0.0872,    0.0693,    14.914,    0.024,    1.068
9.7,    0.55,    0.6690,    0.0801,    0.0658,    14.168,    0.023,    0.983
10.3,    0.58,    0.6812,    0.0729,    0.0619,    13.423,    0.021,    0.894
10.8,    0.61,    0.6901,    0.0655,    0.0576,    12.677,    0.020,    0.801
11.3,    0.64,    0.6949,    0.0578,    0.0529,    11.185,    0.018,    0.707
11.8,    0.66,    0.6942,    0.0499,    0.0478,    10.440,    0.017,    0.614
12.3,    0.69,    0.6844,    0.0420,    0.0426,    8.948,    0.015,    0.516
12.8,    0.72,    0.6595,    0.0339,    0.0371,    8.203,    0.013,    0.414
13.4,    0.75,    0.6104,    0.0256,    0.0315,    6.711,    0.011,    0.316
13.9,    0.78,    0.5184,    0.0172,    0.0259,    5.966,    0.009,    0.209
14.4,    0.81,    0.3461,    0.0087,    0.0204,    4.474,    0.007,    0.107
14.9,    0.84,    -0.0006,    0.0000,    0.0151,    2.983,    0.005,    0.000
