# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.0616,    0.0257,    138.700,    0.094,    7.010
0.8,    0.02,    0.0413,    0.0613,    0.0257,    138.700,    0.095,    6.970
1.7,    0.03,    0.0820,    0.0608,    0.0257,    138.700,    0.095,    6.917
2.5,    0.05,    0.1220,    0.0603,    0.0257,    138.700,    0.095,    6.859
3.3,    0.07,    0.1612,    0.0597,    0.0257,    138.700,    0.095,    6.788
4.1,    0.09,    0.1996,    0.0590,    0.0256,    137.954,    0.094,    6.708
4.9,    0.10,    0.2372,    0.0582,    0.0255,    137.954,    0.094,    6.619
5.8,    0.12,    0.2738,    0.0573,    0.0254,    137.209,    0.093,    6.512
6.6,    0.14,    0.3093,    0.0562,    0.0252,    135.717,    0.093,    6.392
7.4,    0.16,    0.3436,    0.0550,    0.0250,    134.972,    0.092,    6.254
8.2,    0.17,    0.3766,    0.0536,    0.0247,    133.480,    0.091,    6.103
9.0,    0.19,    0.4082,    0.0521,    0.0244,    131.243,    0.090,    5.929
9.9,    0.21,    0.4382,    0.0505,    0.0240,    129.006,    0.088,    5.738
10.7,    0.23,    0.4667,    0.0486,    0.0235,    126.769,    0.086,    5.534
11.5,    0.24,    0.4933,    0.0466,    0.0230,    123.786,    0.085,    5.302
12.3,    0.26,    0.5179,    0.0444,    0.0223,    120.058,    0.082,    5.053
13.1,    0.28,    0.5400,    0.0419,    0.0215,    116.329,    0.079,    4.764
14.0,    0.29,    0.5588,    0.0390,    0.0206,    111.109,    0.076,    4.439
14.8,    0.31,    0.5749,    0.0361,    0.0196,    105.889,    0.072,    4.101
15.6,    0.33,    0.5879,    0.0331,    0.0185,    99.924,    0.068,    3.763
16.5,    0.35,    0.5969,    0.0300,    0.0175,    93.958,    0.064,    3.416
17.3,    0.36,    0.6017,    0.0269,    0.0163,    87.993,    0.060,    3.060
18.1,    0.38,    0.6013,    0.0237,    0.0151,    81.281,    0.055,    2.700
18.9,    0.40,    0.5939,    0.0205,    0.0138,    74.570,    0.051,    2.331
19.8,    0.42,    0.5769,    0.0172,    0.0124,    67.113,    0.046,    1.953
20.6,    0.43,    0.5449,    0.0138,    0.0110,    58.910,    0.040,    1.570
21.4,    0.45,    0.4910,    0.0104,    0.0095,    51.453,    0.035,    1.183
22.2,    0.47,    0.4043,    0.0070,    0.0081,    43.996,    0.030,    0.796
23.0,    0.49,    0.2606,    0.0035,    0.0066,    35.048,    0.024,    0.400
23.9,    0.50,    -0.0001,    0.0000,    0.0050,    26.845,    0.018,    0.000
