# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1810,0.0980,34.302,0.165,5.058
0.4,0.03,0.0611,0.1810,0.0998,35.048,0.168,5.058
0.8,0.07,0.1200,0.1810,0.1017,35.794,0.171,5.058
1.3,0.10,0.1765,0.1807,0.1035,36.539,0.174,5.049
1.7,0.13,0.2307,0.1800,0.1052,37.285,0.177,5.031
2.1,0.17,0.2828,0.1788,0.1066,37.285,0.179,4.995
2.5,0.20,0.3325,0.1770,0.1076,38.031,0.181,4.946
3.0,0.24,0.3799,0.1745,0.1084,38.031,0.182,4.880
3.4,0.27,0.4249,0.1715,0.1088,38.031,0.183,4.795
3.8,0.30,0.4675,0.1678,0.1089,38.776,0.183,4.693
4.2,0.34,0.5076,0.1635,0.1086,38.031,0.183,4.573
4.7,0.37,0.5450,0.1585,0.1079,38.031,0.182,4.430
5.1,0.40,0.5798,0.1527,0.1065,37.285,0.179,4.266
5.5,0.44,0.6117,0.1459,0.1045,36.539,0.176,4.079
5.9,0.47,0.6405,0.1383,0.1019,35.794,0.172,3.866
6.4,0.51,0.6661,0.1304,0.0990,35.048,0.167,3.643
6.8,0.54,0.6885,0.1224,0.0959,33.556,0.161,3.421
7.2,0.57,0.7078,0.1142,0.0925,32.811,0.156,3.194
7.6,0.61,0.7241,0.1058,0.0887,31.319,0.149,2.958
8.1,0.64,0.7376,0.0972,0.0844,29.828,0.142,2.718
8.5,0.67,0.7488,0.0885,0.0797,28.337,0.134,2.473
8.9,0.71,0.7577,0.0795,0.0742,26.099,0.125,2.220
9.3,0.74,0.7639,0.0702,0.0681,23.862,0.115,1.962
9.8,0.78,0.7659,0.0607,0.0614,21.625,0.103,1.695
10.2,0.81,0.7628,0.0509,0.0540,19.388,0.091,1.423
10.6,0.84,0.7506,0.0411,0.0462,16.405,0.078,1.148
11.0,0.88,0.7190,0.0311,0.0379,13.423,0.064,0.872
11.5,0.91,0.6489,0.0210,0.0295,10.440,0.050,0.587
11.9,0.94,0.4789,0.0106,0.0209,7.457,0.035,0.298
12.3,0.98,0.0004,0.0000,0.0127,4.474,0.021,0.000
