# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2009,0.2739,8800.004,9.337,113.714
1.9,0.03,0.0258,0.2005,0.2609,8382.412,8.894,113.465
3.8,0.07,0.0543,0.1999,0.2475,7951.398,8.437,113.118
5.7,0.10,0.0859,0.1991,0.2336,7506.215,7.965,112.673
7.6,0.13,0.1214,0.1981,0.2193,7046.864,7.477,112.100
9.5,0.17,0.1617,0.1968,0.2045,6569.616,6.970,111.361
11.4,0.20,0.2080,0.1952,0.1892,6080.437,6.452,110.449
13.4,0.24,0.2612,0.1929,0.1738,5584.546,5.925,109.182
15.3,0.27,0.3205,0.1890,0.1586,5096.113,5.407,106.971
17.2,0.30,0.3870,0.1838,0.1437,4617.374,4.899,104.031
19.1,0.34,0.4532,0.1777,0.1318,4234.830,4.494,100.574
21.0,0.37,0.5147,0.1709,0.1228,3946.244,4.187,96.744
22.9,0.40,0.5703,0.1635,0.1156,3715.822,3.943,92.532
24.8,0.44,0.6186,0.1554,0.1097,3526.415,3.742,87.932
26.7,0.47,0.6575,0.1468,0.1051,3375.783,3.582,83.075
28.6,0.50,0.6887,0.1384,0.1013,3254.980,3.454,78.320
30.5,0.54,0.7170,0.1299,0.0974,3130.448,3.322,73.507
32.5,0.57,0.7433,0.1212,0.0932,2993.239,3.176,68.578
34.3,0.61,0.7677,0.1122,0.0885,2842.608,3.016,63.521
36.3,0.64,0.7903,0.1031,0.0833,2677.063,2.840,58.343
38.2,0.67,0.8110,0.0937,0.0777,2495.857,2.649,53.041
40.1,0.71,0.8291,0.0841,0.0716,2301.976,2.442,47.618
42.0,0.74,0.8437,0.0744,0.0652,2093.925,2.222,42.080
43.9,0.77,0.8540,0.0643,0.0582,1870.961,1.985,36.409
45.8,0.81,0.8587,0.0541,0.0508,1632.337,1.732,30.608
47.7,0.84,0.8536,0.0437,0.0430,1381.036,1.465,24.710
49.6,0.87,0.8277,0.0331,0.0349,1121.533,1.190,18.714
51.5,0.91,0.7599,0.0223,0.0266,854.572,0.906,12.597
53.4,0.94,0.5831,0.0112,0.0181,582.392,0.618,6.352
55.3,0.97,-0.0041,0.0000,0.0101,322.888,0.343,-0.022
