# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0545,0.0206,412.372,0.113,12.264
1.4,0.02,0.0430,0.0544,0.0207,413.118,0.113,12.233
2.9,0.03,0.0837,0.0542,0.0212,422.812,0.115,12.193
4.3,0.05,0.1254,0.0540,0.0211,422.066,0.115,12.157
5.8,0.07,0.1648,0.0539,0.0214,427.286,0.117,12.121
7.2,0.08,0.2038,0.0537,0.0215,430.269,0.117,12.077
8.7,0.10,0.2411,0.0535,0.0217,434.743,0.119,12.032
10.1,0.11,0.2774,0.0532,0.0219,439.217,0.120,11.979
11.6,0.13,0.3041,0.0529,0.0227,454.877,0.124,11.899
13.1,0.15,0.3360,0.0523,0.0229,457.860,0.125,11.761
14.5,0.16,0.3771,0.0508,0.0220,439.963,0.120,11.432
16.0,0.18,0.4057,0.0488,0.0216,431.760,0.118,10.978
17.4,0.20,0.4324,0.0466,0.0211,422.812,0.115,10.484
18.9,0.21,0.4562,0.0444,0.0207,413.118,0.113,9.982
20.3,0.23,0.4801,0.0421,0.0200,401.187,0.109,9.466
21.8,0.24,0.4929,0.0397,0.0197,395.221,0.108,8.936
23.2,0.26,0.5169,0.0373,0.0189,377.324,0.103,8.394
24.7,0.28,0.5291,0.0349,0.0183,366.884,0.100,7.856
26.2,0.29,0.5465,0.0323,0.0174,347.496,0.095,7.268
27.6,0.31,0.5592,0.0297,0.0165,329.599,0.090,6.690
29.1,0.33,0.5663,0.0271,0.0157,313.194,0.085,6.107
30.5,0.34,0.5692,0.0244,0.0147,293.806,0.080,5.489
32.0,0.36,0.5680,0.0217,0.0137,273.672,0.075,4.871
33.4,0.38,0.5601,0.0189,0.0127,253.538,0.069,4.248
34.9,0.39,0.5397,0.0159,0.0116,231.167,0.063,3.585
36.3,0.41,0.5053,0.0129,0.0105,208.796,0.057,2.909
37.7,0.42,0.4478,0.0098,0.0093,185.679,0.051,2.206
39.2,0.44,0.3589,0.0066,0.0081,162.563,0.044,1.490
40.6,0.46,0.2185,0.0033,0.0070,139.446,0.038,0.747
42.1,0.47,-0.0045,-0.0001,0.0058,116.329,0.032,-0.013
