# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0648,0.0279,28.337,0.021,2.011
0.5,0.02,0.0383,0.0647,0.0280,29.082,0.021,2.006
1.1,0.03,0.0762,0.0644,0.0281,29.082,0.021,1.997
1.7,0.05,0.1135,0.0639,0.0280,29.082,0.021,1.984
2.2,0.07,0.1501,0.0632,0.0280,28.337,0.021,1.962
2.7,0.08,0.1860,0.0623,0.0278,28.337,0.021,1.935
3.3,0.10,0.2211,0.0613,0.0276,28.337,0.021,1.904
3.8,0.12,0.2552,0.0601,0.0274,28.337,0.021,1.868
4.4,0.13,0.2882,0.0587,0.0271,27.591,0.020,1.824
4.9,0.15,0.3198,0.0571,0.0267,27.591,0.020,1.770
5.5,0.17,0.3493,0.0552,0.0262,26.845,0.020,1.713
6.0,0.18,0.3761,0.0528,0.0257,26.099,0.019,1.641
6.6,0.20,0.4008,0.0504,0.0251,25.354,0.019,1.566
7.1,0.22,0.4234,0.0479,0.0244,25.354,0.018,1.486
7.7,0.23,0.4439,0.0454,0.0237,24.608,0.018,1.406
8.2,0.25,0.4623,0.0427,0.0230,23.862,0.017,1.326
8.8,0.27,0.4785,0.0401,0.0222,23.117,0.017,1.246
9.3,0.28,0.4924,0.0373,0.0214,21.625,0.016,1.157
9.9,0.30,0.5037,0.0345,0.0205,20.880,0.015,1.072
10.4,0.32,0.5120,0.0317,0.0195,20.134,0.015,0.983
11.0,0.33,0.5168,0.0287,0.0185,18.642,0.014,0.894
11.5,0.35,0.5172,0.0258,0.0174,17.897,0.013,0.801
12.1,0.37,0.5121,0.0227,0.0162,16.405,0.012,0.703
12.6,0.38,0.4997,0.0196,0.0150,15.660,0.011,0.609
13.1,0.40,0.4776,0.0165,0.0138,14.168,0.010,0.512
13.7,0.41,0.4420,0.0133,0.0125,12.677,0.009,0.414
14.3,0.43,0.3856,0.0101,0.0113,11.931,0.008,0.316
14.8,0.45,0.3010,0.0068,0.0101,10.440,0.008,0.209
15.3,0.46,0.1772,0.0034,0.0089,8.948,0.007,0.107
15.9,0.48,-0.0049,-0.0001,0.0077,8.203,0.006,-0.004
