# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0551,0.0221,161.071,0.062,6.321
1.0,0.02,0.0402,0.0550,0.0226,164.800,0.063,6.312
2.1,0.03,0.0805,0.0549,0.0225,164.054,0.063,6.303
3.1,0.05,0.1195,0.0548,0.0227,165.545,0.063,6.294
4.2,0.07,0.1575,0.0548,0.0230,167.037,0.064,6.285
5.2,0.08,0.1946,0.0547,0.0232,169.274,0.065,6.276
6.3,0.10,0.2308,0.0543,0.0233,170.020,0.065,6.232
7.3,0.12,0.2655,0.0536,0.0233,170.020,0.065,6.152
8.4,0.13,0.2990,0.0525,0.0232,169.274,0.065,6.023
9.4,0.15,0.3239,0.0515,0.0236,172.257,0.066,5.912
10.5,0.17,0.3616,0.0494,0.0226,164.054,0.063,5.671
11.5,0.18,0.3814,0.0479,0.0228,166.291,0.063,5.494
12.6,0.20,0.4072,0.0458,0.0223,162.563,0.062,5.258
13.6,0.21,0.4394,0.0433,0.0211,154.360,0.059,4.973
14.7,0.23,0.4614,0.0411,0.0206,149.886,0.057,4.720
15.7,0.25,0.4812,0.0389,0.0200,146.157,0.056,4.462
16.8,0.26,0.4988,0.0366,0.0194,140.937,0.054,4.199
17.8,0.28,0.5144,0.0342,0.0187,136.463,0.052,3.928
18.9,0.30,0.5278,0.0318,0.0179,130.497,0.050,3.652
19.9,0.31,0.5395,0.0294,0.0171,124.532,0.047,3.367
21.0,0.33,0.5472,0.0268,0.0162,117.821,0.045,3.078
22.0,0.35,0.5507,0.0243,0.0153,111.109,0.042,2.785
23.1,0.36,0.5496,0.0216,0.0143,104.398,0.040,2.482
24.1,0.38,0.5419,0.0189,0.0133,96.941,0.037,2.171
25.2,0.40,0.5245,0.0161,0.0122,88.738,0.034,1.850
26.2,0.41,0.4929,0.0133,0.0111,80.536,0.031,1.521
27.3,0.43,0.4370,0.0102,0.0100,73.079,0.028,1.165
28.3,0.45,0.3474,0.0069,0.0088,64.130,0.025,0.787
29.3,0.46,0.2092,0.0034,0.0076,55.182,0.021,0.396
30.4,0.48,-0.0059,-0.0001,0.0064,46.979,0.018,-0.009
