# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0619,0.0254,246.081,0.138,10.382
1.0,0.02,0.0419,0.0616,0.0256,246.827,0.139,10.338
2.0,0.03,0.0829,0.0613,0.0257,247.572,0.139,10.280
3.0,0.05,0.1231,0.0609,0.0258,249.064,0.140,10.209
4.0,0.07,0.1624,0.0604,0.0258,249.064,0.140,10.124
5.0,0.09,0.2007,0.0597,0.0258,249.809,0.140,10.022
6.0,0.10,0.2380,0.0590,0.0258,249.809,0.140,9.897
7.0,0.12,0.2742,0.0581,0.0258,249.064,0.140,9.746
8.0,0.14,0.3093,0.0571,0.0256,247.572,0.139,9.577
9.0,0.16,0.3432,0.0559,0.0255,246.081,0.138,9.377
10.0,0.17,0.3758,0.0545,0.0252,243.098,0.137,9.150
11.0,0.19,0.4069,0.0530,0.0249,240.115,0.135,8.896
12.0,0.21,0.4367,0.0513,0.0245,236.387,0.133,8.612
13.0,0.23,0.4648,0.0495,0.0240,231.913,0.130,8.305
14.0,0.24,0.4912,0.0475,0.0235,226.693,0.127,7.962
15.0,0.26,0.5155,0.0453,0.0229,220.727,0.124,7.593
16.0,0.28,0.5375,0.0428,0.0221,213.270,0.120,7.179
17.0,0.30,0.5563,0.0399,0.0212,204.322,0.115,6.699
18.0,0.31,0.5724,0.0370,0.0202,194.628,0.109,6.201
19.0,0.33,0.5854,0.0339,0.0191,184.934,0.104,5.689
20.0,0.35,0.5949,0.0308,0.0180,173.748,0.098,5.169
21.0,0.36,0.6008,0.0276,0.0168,161.817,0.091,4.635
22.0,0.38,0.6021,0.0244,0.0155,149.140,0.084,4.088
23.0,0.40,0.5971,0.0211,0.0141,136.463,0.076,3.536
24.0,0.42,0.5823,0.0177,0.0127,122.295,0.069,2.967
25.0,0.43,0.5515,0.0143,0.0112,108.126,0.061,2.393
26.0,0.45,0.4984,0.0108,0.0097,93.958,0.053,1.806
27.0,0.47,0.4118,0.0072,0.0082,79.790,0.045,1.214
28.0,0.49,0.2667,0.0036,0.0067,64.130,0.036,0.614
29.0,0.50,-0.0001,0.0000,0.0050,48.470,0.027,0.000
