# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0600,0.0254,5.966,0.012,0.872
0.3,0.02,0.0405,0.0593,0.0253,5.966,0.012,0.859
0.6,0.03,0.0803,0.0585,0.0251,5.966,0.012,0.850
0.9,0.05,0.1194,0.0576,0.0250,5.966,0.012,0.836
1.2,0.07,0.1576,0.0565,0.0248,5.966,0.012,0.818
1.5,0.09,0.1948,0.0553,0.0245,5.966,0.012,0.801
1.7,0.10,0.2310,0.0540,0.0242,5.966,0.011,0.783
2.1,0.12,0.2661,0.0526,0.0239,5.966,0.011,0.765
2.3,0.14,0.3000,0.0511,0.0235,5.966,0.011,0.743
2.6,0.16,0.3324,0.0495,0.0231,5.966,0.011,0.716
2.9,0.17,0.3635,0.0478,0.0227,5.220,0.011,0.694
3.2,0.19,0.3930,0.0461,0.0223,5.220,0.011,0.667
3.5,0.21,0.4208,0.0444,0.0218,5.220,0.010,0.645
3.8,0.22,0.4467,0.0427,0.0214,5.220,0.010,0.618
4.1,0.24,0.4706,0.0409,0.0210,5.220,0.010,0.592
4.4,0.26,0.4921,0.0390,0.0205,5.220,0.010,0.565
4.7,0.28,0.5100,0.0370,0.0200,5.220,0.009,0.538
5.0,0.29,0.5242,0.0347,0.0194,4.474,0.009,0.503
5.3,0.31,0.5353,0.0323,0.0188,4.474,0.009,0.467
5.5,0.33,0.5427,0.0297,0.0180,4.474,0.008,0.431
5.9,0.35,0.5460,0.0270,0.0171,4.474,0.008,0.391
6.1,0.36,0.5448,0.0242,0.0161,3.728,0.008,0.351
6.4,0.38,0.5382,0.0213,0.0150,3.728,0.007,0.307
6.7,0.40,0.5222,0.0179,0.0136,2.983,0.006,0.258
7.0,0.41,0.4991,0.0151,0.0125,2.983,0.006,0.218
7.3,0.43,0.4636,0.0122,0.0114,2.983,0.005,0.178
7.6,0.45,0.4105,0.0093,0.0102,2.237,0.005,0.133
7.9,0.47,0.3276,0.0063,0.0089,2.237,0.004,0.089
8.2,0.48,0.2002,0.0031,0.0076,1.491,0.004,0.044
8.5,0.50,-0.0044,-0.0001,0.0061,1.491,0.003,0.000
