# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0898,0.0310,61.147,0.290,9.902
0.4,0.02,0.0642,0.0885,0.0313,61.147,0.293,9.759
0.8,0.05,0.1253,0.0871,0.0316,61.893,0.296,9.604
1.2,0.07,0.1832,0.0856,0.0319,62.639,0.298,9.439
1.6,0.09,0.2381,0.0840,0.0321,62.639,0.300,9.261
2.0,0.11,0.2899,0.0823,0.0323,63.384,0.302,9.070
2.4,0.14,0.3388,0.0804,0.0324,63.384,0.303,8.865
2.8,0.16,0.3848,0.0784,0.0324,63.384,0.303,8.647
3.2,0.18,0.4279,0.0763,0.0324,63.384,0.303,8.412
3.6,0.20,0.4683,0.0740,0.0323,63.384,0.303,8.158
4.0,0.23,0.5059,0.0716,0.0322,63.384,0.301,7.887
4.4,0.25,0.5406,0.0689,0.0319,62.639,0.298,7.598
4.8,0.27,0.5727,0.0660,0.0315,61.893,0.294,7.282
5.3,0.30,0.6022,0.0629,0.0309,60.402,0.289,6.930
5.7,0.32,0.6289,0.0596,0.0301,58.910,0.282,6.566
6.1,0.34,0.6531,0.0561,0.0293,57.419,0.274,6.187
6.5,0.36,0.6747,0.0526,0.0284,55.927,0.266,5.800
6.9,0.39,0.6933,0.0490,0.0273,53.690,0.256,5.405
7.3,0.41,0.7086,0.0454,0.0262,51.453,0.245,5.000
7.7,0.43,0.7210,0.0416,0.0249,49.216,0.233,4.591
8.1,0.45,0.7304,0.0378,0.0235,46.233,0.220,4.164
8.5,0.48,0.7363,0.0339,0.0220,43.251,0.206,3.737
8.9,0.50,0.7375,0.0299,0.0202,39.522,0.189,3.292
9.3,0.52,0.7323,0.0258,0.0184,35.794,0.172,2.842
9.7,0.55,0.7176,0.0216,0.0164,32.065,0.154,2.384
10.1,0.57,0.6892,0.0174,0.0144,28.337,0.134,1.922
10.5,0.59,0.6393,0.0132,0.0122,23.862,0.114,1.450
10.9,0.61,0.5502,0.0088,0.0098,19.388,0.092,0.970
11.3,0.64,0.3802,0.0044,0.0074,14.168,0.069,0.485
11.7,0.66,-0.0076,-0.0001,0.0048,9.694,0.045,-0.004
