# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1212,0.0481,162.563,0.173,11.334
0.9,0.03,0.0633,0.1203,0.0489,165.545,0.176,11.250
1.9,0.05,0.1235,0.1193,0.0498,168.528,0.179,11.152
2.8,0.08,0.1806,0.1181,0.0505,170.765,0.181,11.036
3.7,0.10,0.2347,0.1165,0.0511,173.002,0.184,10.894
4.6,0.13,0.2862,0.1145,0.0515,174.494,0.185,10.707
5.6,0.15,0.3352,0.1120,0.0516,174.494,0.185,10.467
6.5,0.18,0.3815,0.1090,0.0515,174.494,0.185,10.186
7.5,0.21,0.4251,0.1056,0.0512,173.002,0.184,9.875
8.4,0.23,0.4660,0.1019,0.0507,171.511,0.182,9.524
9.3,0.26,0.5042,0.0980,0.0501,169.274,0.180,9.163
10.2,0.28,0.5402,0.0940,0.0493,167.037,0.177,8.790
11.2,0.31,0.5740,0.0899,0.0484,164.054,0.174,8.403
12.1,0.33,0.6051,0.0856,0.0474,160.325,0.170,8.002
13.1,0.36,0.6337,0.0812,0.0462,156.597,0.166,7.593
14.0,0.39,0.6598,0.0767,0.0449,152.123,0.161,7.171
14.9,0.41,0.6836,0.0720,0.0434,146.903,0.156,6.730
15.9,0.44,0.7045,0.0672,0.0418,140.937,0.150,6.281
16.8,0.46,0.7226,0.0622,0.0399,134.972,0.143,5.809
17.7,0.49,0.7377,0.0570,0.0378,128.260,0.136,5.329
18.6,0.52,0.7494,0.0517,0.0355,120.058,0.128,4.835
19.6,0.54,0.7564,0.0463,0.0331,111.855,0.119,4.328
20.5,0.57,0.7575,0.0408,0.0306,103.652,0.110,3.817
21.5,0.59,0.7523,0.0353,0.0278,93.958,0.100,3.296
22.4,0.62,0.7373,0.0296,0.0248,84.264,0.089,2.767
23.3,0.64,0.7056,0.0238,0.0217,73.824,0.078,2.224
24.2,0.67,0.6446,0.0180,0.0187,63.384,0.067,1.677
25.2,0.70,0.5370,0.0120,0.0156,52.945,0.056,1.125
26.1,0.72,0.3474,0.0060,0.0125,42.505,0.045,0.565
27.0,0.75,-0.0016,0.0000,0.0095,32.065,0.034,0.000
