# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1257,0.0684,697.229,0.512,24.514
1.4,0.03,0.0491,0.1247,0.0663,675.604,0.496,24.318
2.7,0.05,0.1005,0.1235,0.0641,653.979,0.480,24.087
4.1,0.08,0.1541,0.1221,0.0620,632.353,0.464,23.811
5.5,0.10,0.2096,0.1204,0.0600,611.474,0.449,23.491
6.8,0.13,0.2662,0.1183,0.0579,590.594,0.434,23.068
8.2,0.16,0.3230,0.1154,0.0559,570.460,0.419,22.504
9.6,0.18,0.3789,0.1119,0.0539,549.581,0.404,21.827
10.9,0.21,0.4290,0.1081,0.0526,536.158,0.394,21.085
12.3,0.23,0.4728,0.1040,0.0517,526.464,0.387,20.293
13.6,0.26,0.5123,0.1000,0.0509,519.007,0.381,19.497
15.0,0.29,0.5493,0.0958,0.0500,510.059,0.375,18.683
16.4,0.31,0.5843,0.0914,0.0490,499.619,0.367,17.833
17.7,0.34,0.6167,0.0869,0.0478,487.688,0.358,16.957
19.1,0.37,0.6466,0.0823,0.0465,474.265,0.348,16.058
20.5,0.39,0.6742,0.0775,0.0450,458.605,0.337,15.120
21.8,0.42,0.6996,0.0726,0.0433,441.454,0.324,14.159
23.2,0.44,0.7223,0.0675,0.0415,422.812,0.311,13.176
24.5,0.47,0.7423,0.0624,0.0395,402.678,0.296,12.166
25.9,0.50,0.7594,0.0571,0.0373,380.307,0.279,11.138
27.3,0.52,0.7729,0.0517,0.0349,356.445,0.262,10.093
28.7,0.55,0.7820,0.0463,0.0324,330.345,0.243,9.025
30.0,0.57,0.7853,0.0407,0.0297,303.500,0.223,7.940
31.4,0.60,0.7816,0.0350,0.0269,273.672,0.201,6.828
32.7,0.63,0.7674,0.0293,0.0239,243.844,0.179,5.712
34.1,0.65,0.7346,0.0235,0.0208,212.524,0.156,4.577
35.5,0.68,0.6718,0.0177,0.0178,181.951,0.134,3.447
36.8,0.70,0.5612,0.0118,0.0149,151.377,0.111,2.313
38.2,0.73,0.3628,0.0059,0.0119,121.549,0.089,1.152
39.6,0.76,-0.0020,0.0000,0.0090,91.721,0.067,-0.004
