# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1284,0.0836,5361.582,2.133,85.357
2.5,0.03,0.0398,0.1281,0.0828,5313.857,2.114,85.166
5.0,0.05,0.0802,0.1278,0.0820,5263.895,2.094,84.948
7.5,0.08,0.1213,0.1274,0.0812,5208.714,2.072,84.694
9.9,0.10,0.1629,0.1270,0.0803,5150.549,2.049,84.409
12.4,0.13,0.2053,0.1265,0.0793,5090.893,2.026,84.089
14.9,0.15,0.2483,0.1259,0.0784,5027.509,2.001,83.720
17.4,0.18,0.2921,0.1253,0.0774,4963.378,1.975,83.320
19.9,0.21,0.3362,0.1243,0.0761,4885.826,1.944,82.612
22.4,0.23,0.3796,0.1219,0.0744,4776.208,1.900,81.055
24.9,0.26,0.4212,0.1190,0.0727,4667.335,1.857,79.085
27.4,0.28,0.4601,0.1155,0.0711,4563.683,1.816,76.794
29.8,0.31,0.4967,0.1118,0.0695,4462.268,1.776,74.308
32.3,0.33,0.5306,0.1078,0.0680,4363.090,1.736,71.643
34.8,0.36,0.5669,0.1033,0.0657,4215.441,1.677,68.672
37.3,0.39,0.6005,0.0980,0.0630,4043.185,1.609,65.122
39.8,0.41,0.6275,0.0919,0.0603,3872.419,1.541,61.096
42.2,0.44,0.6521,0.0857,0.0575,3689.723,1.468,56.946
44.7,0.46,0.6741,0.0793,0.0545,3498.824,1.392,52.716
47.2,0.49,0.6931,0.0728,0.0514,3297.485,1.312,48.388
49.7,0.52,0.7084,0.0662,0.0481,3087.197,1.228,43.993
52.2,0.54,0.7176,0.0596,0.0449,2880.639,1.146,39.603
54.7,0.57,0.7158,0.0529,0.0419,2685.265,1.068,35.154
57.2,0.59,0.7037,0.0460,0.0387,2485.418,0.989,30.595
59.6,0.62,0.6587,0.0372,0.0349,2242.320,0.892,24.759
62.1,0.64,0.6220,0.0315,0.0326,2091.688,0.832,20.933
64.6,0.67,0.5527,0.0234,0.0284,1820.253,0.724,15.564
67.1,0.70,0.4391,0.0156,0.0248,1589.832,0.632,10.400
69.6,0.72,0.2724,0.0079,0.0208,1336.294,0.532,5.231
72.1,0.75,-0.0002,0.0000,0.0163,1043.980,0.415,-0.004
