# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1026,0.0604,1757.615,1.526,49.451
1.4,0.02,0.0428,0.1016,0.0571,1660.674,1.442,49.002
2.9,0.05,0.0896,0.1002,0.0538,1564.478,1.358,48.339
4.3,0.07,0.1408,0.0986,0.0505,1469.029,1.276,47.551
5.8,0.10,0.1952,0.0967,0.0477,1386.256,1.203,46.649
7.2,0.12,0.2494,0.0947,0.0456,1327.346,1.152,45.665
8.7,0.14,0.3037,0.0925,0.0439,1277.384,1.109,44.585
10.1,0.17,0.3571,0.0900,0.0424,1234.133,1.071,43.410
11.6,0.19,0.4092,0.0874,0.0411,1194.611,1.037,42.138
13.1,0.22,0.4595,0.0845,0.0398,1158.072,1.005,40.768
14.5,0.24,0.5072,0.0815,0.0386,1123.770,0.976,39.309
16.0,0.26,0.5518,0.0783,0.0375,1091.705,0.948,37.761
17.4,0.29,0.5928,0.0749,0.0365,1060.385,0.920,36.124
18.9,0.31,0.6299,0.0713,0.0354,1029.066,0.893,34.394
20.3,0.34,0.6630,0.0676,0.0343,997.746,0.866,32.583
21.8,0.36,0.6922,0.0637,0.0332,964.936,0.838,30.706
23.2,0.38,0.7182,0.0597,0.0320,930.633,0.808,28.807
24.6,0.41,0.7419,0.0557,0.0307,892.603,0.775,26.867
26.1,0.43,0.7634,0.0516,0.0292,850.098,0.738,24.874
27.5,0.46,0.7825,0.0474,0.0276,803.864,0.698,22.837
29.0,0.48,0.7987,0.0430,0.0259,753.157,0.654,20.751
30.4,0.50,0.8113,0.0386,0.0240,698.721,0.607,18.625
31.9,0.53,0.8207,0.0341,0.0220,639.065,0.555,16.445
33.3,0.55,0.8263,0.0295,0.0197,573.443,0.498,14.217
34.8,0.58,0.8247,0.0248,0.0173,504.093,0.437,11.943
36.3,0.60,0.8099,0.0200,0.0148,431.015,0.374,9.630
37.7,0.63,0.7763,0.0151,0.0122,353.462,0.307,7.277
39.2,0.65,0.7095,0.0101,0.0093,269.943,0.234,4.889
40.6,0.67,0.5423,0.0051,0.0063,183.442,0.159,2.451
42.1,0.70,-0.0065,0.0000,0.0036,104.398,0.091,-0.018
