# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1067,    0.0696,    917.211,    0.674,    25.551
1.6,    0.03,    0.0442,    0.1064,    0.0677,    892.603,    0.656,    25.484
3.1,    0.06,    0.0907,    0.1061,    0.0658,    866.503,    0.637,    25.399
4.6,    0.08,    0.1398,    0.1056,    0.0637,    839.658,    0.617,    25.293
6.2,    0.11,    0.1915,    0.1050,    0.0617,    812.813,    0.597,    25.141
7.7,    0.14,    0.2455,    0.1039,    0.0595,    784.476,    0.576,    24.888
9.3,    0.17,    0.3013,    0.1022,    0.0572,    753.903,    0.554,    24.479
10.8,    0.20,    0.3584,    0.1001,    0.0550,    724.075,    0.532,    23.967
12.4,    0.22,    0.4127,    0.0977,    0.0532,    701.704,    0.515,    23.389
13.9,    0.25,    0.4635,    0.0949,    0.0518,    683.061,    0.502,    22.735
15.5,    0.28,    0.5117,    0.0920,    0.0505,    665.910,    0.489,    22.028
17.0,    0.31,    0.5571,    0.0887,    0.0493,    649.505,    0.477,    21.249
18.6,    0.34,    0.5992,    0.0851,    0.0479,    630.862,    0.464,    20.368
20.1,    0.37,    0.6370,    0.0810,    0.0465,    612.965,    0.450,    19.399
21.7,    0.39,    0.6693,    0.0767,    0.0451,    594.323,    0.437,    18.371
23.2,    0.42,    0.6973,    0.0723,    0.0438,    576.426,    0.424,    17.326
24.8,    0.45,    0.7230,    0.0679,    0.0422,    556.292,    0.409,    16.254
26.3,    0.48,    0.7461,    0.0633,    0.0405,    534.667,    0.393,    15.155
27.9,    0.51,    0.7667,    0.0586,    0.0387,    509.313,    0.374,    14.030
29.4,    0.53,    0.7850,    0.0538,    0.0366,    482.468,    0.354,    12.878
30.9,    0.56,    0.8010,    0.0489,    0.0343,    451.894,    0.332,    11.703
32.5,    0.59,    0.8133,    0.0439,    0.0318,    419.829,    0.308,    10.502
34.0,    0.62,    0.8217,    0.0387,    0.0292,    384.035,    0.282,    9.275
35.6,    0.65,    0.8265,    0.0335,    0.0262,    345.259,    0.254,    8.025
37.1,    0.67,    0.8266,    0.0281,    0.0230,    302.754,    0.222,    6.739
38.7,    0.70,    0.8158,    0.0227,    0.0195,    257.266,    0.189,    5.431
40.2,    0.73,    0.7883,    0.0172,    0.0159,    209.542,    0.154,    4.110
41.8,    0.76,    0.7296,    0.0115,    0.0120,    158.088,    0.116,    2.762
43.3,    0.79,    0.5814,    0.0058,    0.0078,    103.652,    0.076,    1.388
44.9,    0.82,    -0.0054,    0.0000,    0.0038,    50.708,    0.037,    -0.004
